rank,filename,video_id,margin_score,matched_prompt,blur_score,raw_positive_score
20,NEUTRAL_vHg96kjiUeo_F171.jpg,vHg96kjiUeo,0.0693,a photo of a cigarette pack,408.6,0.3005
21,NEUTRAL_t87mgidAKsI_F127.jpg,t87mgidAKsI,0.0688,"a cigar being smoked, clearly visible",311.8,0.3009
22,NEUTRAL_t87mgidAKsI_F003.jpg,t87mgidAKsI,0.0684,a photo of a cigarette pack,648.7,0.3156
23,NEUTRAL_t87mgidAKsI_F147.jpg,t87mgidAKsI,0.0677,a photo of a cigarette pack,304.3,0.3157
24,NEUTRAL_t87mgidAKsI_F168.jpg,t87mgidAKsI,0.0676,a photo of a cigarette pack,645.5,0.3162
25,NEUTRAL_vHg96kjiUeo_F179.jpg,vHg96kjiUeo,0.0671,a photo of a cigarette pack,458.3,0.2874
26,NEUTRAL_vHg96kjiUeo_F173.jpg,vHg96kjiUeo,0.0666,a photo of a cigarette pack,434.3,0.2898
27,NEUTRAL_t87mgidAKsI_F162.jpg,t87mgidAKsI,0.0665,"a person smoking a cigarette, cigarette clearly visible",151.3,0.3137
28,NEUTRAL_t87mgidAKsI_F148.jpg,t87mgidAKsI,0.0662,a photo of a cigarette pack,546.0,0.3226
29,NEUTRAL_t87mgidAKsI_F163.jpg,t87mgidAKsI,0.0651,"a person smoking a cigarette, cigarette clearly visible",152.5,0.3012
30,NEUTRAL_t87mgidAKsI_F178.jpg,t87mgidAKsI,0.0646,a photo of a cigarette pack,213.3,0.2956
31,NEUTRAL_t87mgidAKsI_F020.jpg,t87mgidAKsI,0.0644,"a person smoking a cigarette, cigarette clearly visible",119.7,0.3189
32,NEUTRAL_t87mgidAKsI_F174.jpg,t87mgidAKsI,0.0642,"a person smoking a cigarette, cigarette clearly visible",187.6,0.2961
34,NEUTRAL_TsyNt4lGD94_F015.jpg,TsyNt4lGD94,0.0637,a photo of a cigarette pack,1659.3,0.2825
35,NEUTRAL_t87mgidAKsI_F169.jpg,t87mgidAKsI,0.0629,"a cigar being smoked, clearly visible",176.8,0.2996
36,NEUTRAL_t87mgidAKsI_F185.jpg,t87mgidAKsI,0.0617,a photo of a cigarette pack,1807.4,0.2919
37,NEUTRAL_t87mgidAKsI_F180.jpg,t87mgidAKsI,0.0614,"a vape or e-cigarette device, clearly visible",129.4,0.3161
38,NEUTRAL_t87mgidAKsI_F175.jpg,t87mgidAKsI,0.0614,"a person smoking a cigarette, cigarette clearly visible",180.3,0.2872
39,NEUTRAL_t87mgidAKsI_F160.jpg,t87mgidAKsI,0.0605,"a person smoking a cigarette, cigarette clearly visible",131.7,0.3013
40,NEUTRAL_t87mgidAKsI_F130.jpg,t87mgidAKsI,0.0601,"a vape or e-cigarette device, clearly visible",116.9,0.3028
41,NEUTRAL_t87mgidAKsI_F173.jpg,t87mgidAKsI,0.0596,"a person smoking a cigarette, cigarette clearly visible",187.2,0.2875
42,NEUTRAL_vHg96kjiUeo_F175.jpg,vHg96kjiUeo,0.0596,a photo of a cigarette pack,446.0,0.2841
43,NEUTRAL_t87mgidAKsI_F181.jpg,t87mgidAKsI,0.0589,"a vape or e-cigarette device, clearly visible",135.9,0.3162
44,NEUTRAL_t87mgidAKsI_F051.jpg,t87mgidAKsI,0.0581,"a vape or e-cigarette device, clearly visible",182.3,0.2874
45,NEUTRAL_t87mgidAKsI_F198.jpg,t87mgidAKsI,0.0578,"a vape or e-cigarette device, clearly visible",333.5,0.3090
46,NEUTRAL_t87mgidAKsI_F073.jpg,t87mgidAKsI,0.0577,"workers manufacturing cigarettes or pan masala in a factory, product visible",430.1,0.2996
47,NEUTRAL_t87mgidAKsI_F161.jpg,t87mgidAKsI,0.0574,"a person smoking a cigarette, cigarette clearly visible",156.4,0.3046
48,NEUTRAL_t87mgidAKsI_F002.jpg,t87mgidAKsI,0.0574,"a cigar being smoked, clearly visible",542.9,0.2993
49,NEUTRAL_vHg96kjiUeo_F150.jpg,vHg96kjiUeo,0.0572,a photo of a cigarette pack,355.9,0.2874
50,NEUTRAL_t87mgidAKsI_F170.jpg,t87mgidAKsI,0.0567,"a person smoking a cigarette, cigarette clearly visible",175.3,0.3000
51,NEUTRAL_t87mgidAKsI_F133.jpg,t87mgidAKsI,0.0564,"a vape or e-cigarette device, clearly visible",104.1,0.3043
52,NEUTRAL_vHg96kjiUeo_F110.jpg,vHg96kjiUeo,0.0563,"a can of beer, clearly visible",471.7,0.3054
53,NEUTRAL_vHg96kjiUeo_F151.jpg,vHg96kjiUeo,0.0561,a photo of a cigarette pack,363.0,0.2819
54,NEUTRAL_t87mgidAKsI_F015.jpg,t87mgidAKsI,0.0553,"a cigar being smoked, clearly visible",171.4,0.2998
55,NEUTRAL_t87mgidAKsI_F129.jpg,t87mgidAKsI,0.0548,a photo of a cigarette pack,550.0,0.2958
56,NEUTRAL_t87mgidAKsI_F150.jpg,t87mgidAKsI,0.0548,a photo of a cigarette pack,993.5,0.3149
57,NEUTRAL_t87mgidAKsI_F074.jpg,t87mgidAKsI,0.0548,"workers manufacturing cigarettes or pan masala in a factory, product visible",412.5,0.2997
58,NEUTRAL_t87mgidAKsI_F011.jpg,t87mgidAKsI,0.0547,"a person smoking a cigarette, cigarette clearly visible",159.5,0.3164
59,NEUTRAL_t87mgidAKsI_F182.jpg,t87mgidAKsI,0.0543,"a person smoking a cigarette, cigarette clearly visible",130.8,0.3180
60,NEUTRAL_t87mgidAKsI_F141.jpg,t87mgidAKsI,0.0542,a photo of a cigarette pack,265.2,0.2975
61,NEUTRAL_t87mgidAKsI_F009.jpg,t87mgidAKsI,0.0532,a photo of a cigarette pack,234.7,0.3020
62,NEUTRAL_t87mgidAKsI_F134.jpg,t87mgidAKsI,0.0530,a photo of a cigarette pack,103.7,0.2926
63,NEUTRAL_t87mgidAKsI_F184.jpg,t87mgidAKsI,0.0529,a photo of a cigarette pack,1599.3,0.2891
64,NEUTRAL_t87mgidAKsI_F004.jpg,t87mgidAKsI,0.0527,a photo of a cigarette pack,658.3,0.3134
65,NEUTRAL_vHg96kjiUeo_F148.jpg,vHg96kjiUeo,0.0527,a photo of a cigarette pack,359.8,0.2746
66,NEUTRAL_t87mgidAKsI_F008.jpg,t87mgidAKsI,0.0523,a photo of a cigarette pack,170.7,0.2955
67,NEUTRAL_t87mgidAKsI_F013.jpg,t87mgidAKsI,0.0521,"a vape or e-cigarette device, clearly visible",135.4,0.3110
68,NEUTRAL_t87mgidAKsI_F153.jpg,t87mgidAKsI,0.0520,a photo of a cigarette pack,709.1,0.2993
69,NEUTRAL_vHg96kjiUeo_F146.jpg,vHg96kjiUeo,0.0520,a photo of a cigarette pack,373.1,0.2793
70,NEUTRAL_t87mgidAKsI_F167.jpg,t87mgidAKsI,0.0519,a photo of a cigarette pack,506.9,0.2944
71,NEUTRAL_vHg96kjiUeo_F113.jpg,vHg96kjiUeo,0.0517,"a can of beer, clearly visible",525.9,0.2918
72,NEUTRAL_t87mgidAKsI_F183.jpg,t87mgidAKsI,0.0508,a photo of a cigarette pack,1202.9,0.2807
73,NEUTRAL_vHg96kjiUeo_F147.jpg,vHg96kjiUeo,0.0507,a photo of a cigarette pack,373.0,0.2752
74,NEUTRAL_t87mgidAKsI_F187.jpg,t87mgidAKsI,0.0506,a photo of a cigarette pack,2152.9,0.2876
75,NEUTRAL_t87mgidAKsI_F151.jpg,t87mgidAKsI,0.0501,a photo of a cigarette pack,1077.5,0.3122
76,NEUTRAL_t87mgidAKsI_F052.jpg,t87mgidAKsI,0.0499,"a vape or e-cigarette device, clearly visible",243.8,0.2928
77,NEUTRAL_vHg96kjiUeo_F104.jpg,vHg96kjiUeo,0.0494,"a can of beer, clearly visible",814.8,0.2902
78,NEUTRAL_vHg96kjiUeo_F152.jpg,vHg96kjiUeo,0.0492,a photo of a cigarette pack,343.4,0.2766
79,NEUTRAL_t87mgidAKsI_F142.jpg,t87mgidAKsI,0.0492,a photo of a cigarette pack,464.7,0.2926
80,NEUTRAL_t87mgidAKsI_F095.jpg,t87mgidAKsI,0.0489,a photo of a cigarette pack,325.6,0.3019
81,NEUTRAL_t87mgidAKsI_F019.jpg,t87mgidAKsI,0.0488,"a person smoking a cigarette, cigarette clearly visible",119.8,0.3089
82,NEUTRAL_TsyNt4lGD94_F020.jpg,TsyNt4lGD94,0.0470,a pouch or sachet of gutka or pan masala with visible branding,954.8,0.2714
83,NEUTRAL_t87mgidAKsI_F191.jpg,t87mgidAKsI,0.0466,"a cigar being smoked, clearly visible",112.1,0.2720
84,NEUTRAL_vHg96kjiUeo_F107.jpg,vHg96kjiUeo,0.0466,"a can of beer, clearly visible",558.3,0.2871
85,NEUTRAL_t87mgidAKsI_F077.jpg,t87mgidAKsI,0.0464,a photo of a cigarette pack,123.9,0.2892
86,NEUTRAL_vHg96kjiUeo_F106.jpg,vHg96kjiUeo,0.0464,"a can of beer, clearly visible",642.5,0.2866
87,NEUTRAL_vHg96kjiUeo_F108.jpg,vHg96kjiUeo,0.0463,"a can of beer, clearly visible",467.7,0.2842
88,NEUTRAL_t87mgidAKsI_F179.jpg,t87mgidAKsI,0.0459,"a vape or e-cigarette device, clearly visible",122.1,0.3087
89,NEUTRAL_t87mgidAKsI_F111.jpg,t87mgidAKsI,0.0458,a photo of a cigarette pack,1319.9,0.2582
90,NEUTRAL_t87mgidAKsI_F152.jpg,t87mgidAKsI,0.0450,"a cigar being smoked, clearly visible",406.7,0.3000
91,NEUTRAL_TsyNt4lGD94_F024.jpg,TsyNt4lGD94,0.0447,a pouch or sachet of gutka or pan masala with visible branding,1330.1,0.2696
92,NEUTRAL_t87mgidAKsI_F075.jpg,t87mgidAKsI,0.0443,"workers manufacturing cigarettes or pan masala in a factory, product visible",220.4,0.2746
93,NEUTRAL_vHg96kjiUeo_F109.jpg,vHg96kjiUeo,0.0438,"a can of beer, clearly visible",574.1,0.2891
94,NEUTRAL_t87mgidAKsI_F186.jpg,t87mgidAKsI,0.0437,a photo of a cigarette pack,1699.5,0.2807
95,NEUTRAL_t87mgidAKsI_F131.jpg,t87mgidAKsI,0.0434,"a vape or e-cigarette device, clearly visible",119.9,0.2866
96,NEUTRAL_t87mgidAKsI_F192.jpg,t87mgidAKsI,0.0425,"a cigar being smoked, clearly visible",203.2,0.2903
97,NEUTRAL_t87mgidAKsI_F140.jpg,t87mgidAKsI,0.0424,"a cigar being smoked, clearly visible",190.6,0.3109
98,NEUTRAL_t87mgidAKsI_F113.jpg,t87mgidAKsI,0.0414,"a vape or e-cigarette device, clearly visible",771.2,0.2780
99,NEUTRAL_vHg96kjiUeo_F103.jpg,vHg96kjiUeo,0.0413,"a can of beer, clearly visible",1121.1,0.2764
100,NEUTRAL_t87mgidAKsI_F116.jpg,t87mgidAKsI,0.0406,"a vape or e-cigarette device, clearly visible",474.3,0.2880
101,NEUTRAL_t87mgidAKsI_F194.jpg,t87mgidAKsI,0.0400,"a vape or e-cigarette device, clearly visible",453.2,0.2815
102,NEUTRAL_t87mgidAKsI_F067.jpg,t87mgidAKsI,0.0393,"workers manufacturing cigarettes or pan masala in a factory, product visible",171.6,0.2597
103,NEUTRAL_t87mgidAKsI_F197.jpg,t87mgidAKsI,0.0392,"a vape or e-cigarette device, clearly visible",319.2,0.3000
104,NEUTRAL_t87mgidAKsI_F115.jpg,t87mgidAKsI,0.0389,"a vape or e-cigarette device, clearly visible",204.6,0.2866
105,NEUTRAL_t87mgidAKsI_F056.jpg,t87mgidAKsI,0.0388,"a vape or e-cigarette device, clearly visible",453.9,0.2666
106,NEUTRAL_t87mgidAKsI_F193.jpg,t87mgidAKsI,0.0385,"a cigar being smoked, clearly visible",322.1,0.2945
107,NEUTRAL_t87mgidAKsI_F076.jpg,t87mgidAKsI,0.0384,a photo of a cigarette pack,273.9,0.2664
108,NEUTRAL_t87mgidAKsI_F114.jpg,t87mgidAKsI,0.0370,"a vape or e-cigarette device, clearly visible",762.0,0.2753
109,NEUTRAL_t87mgidAKsI_F190.jpg,t87mgidAKsI,0.0370,a photo of a cigarette pack,2396.2,0.2819
111,NEUTRAL_t87mgidAKsI_F138.jpg,t87mgidAKsI,0.0367,"a cigar being smoked, clearly visible",169.0,0.2953
112,NEUTRAL_t87mgidAKsI_F005.jpg,t87mgidAKsI,0.0362,"a cigar being smoked, clearly visible",266.3,0.2821
113,NEUTRAL_t87mgidAKsI_F195.jpg,t87mgidAKsI,0.0359,"a vape or e-cigarette device, clearly visible",511.8,0.2781
114,NEUTRAL_DIsjjT1XRwQ_F027.jpg,DIsjjT1XRwQ,0.0358,"workers manufacturing cigarettes or pan masala in a factory, product visible",594.2,0.2877
115,NEUTRAL_vHg96kjiUeo_F105.jpg,vHg96kjiUeo,0.0357,"a can of beer, clearly visible",793.0,0.2786
116,NEUTRAL_t87mgidAKsI_F139.jpg,t87mgidAKsI,0.0354,"a person smoking a cigarette, cigarette clearly visible",199.4,0.2927
117,NEUTRAL_t87mgidAKsI_F189.jpg,t87mgidAKsI,0.0345,a photo of a cigarette pack,2336.8,0.2706
118,NEUTRAL_t87mgidAKsI_F099.jpg,t87mgidAKsI,0.0343,a photo of a cigarette pack,1097.1,0.2710
119,NEUTRAL_t87mgidAKsI_F098.jpg,t87mgidAKsI,0.0340,a photo of a cigarette pack,762.1,0.2713
120,NEUTRAL_t87mgidAKsI_F006.jpg,t87mgidAKsI,0.0336,a photo of a cigarette pack,453.3,0.2910
121,NEUTRAL_t87mgidAKsI_F188.jpg,t87mgidAKsI,0.0327,a photo of a cigarette pack,2128.9,0.2712
122,NEUTRAL_t87mgidAKsI_F203.jpg,t87mgidAKsI,0.0312,"a person smoking a cigarette, cigarette clearly visible",151.3,0.3099
123,NEUTRAL_t87mgidAKsI_F018.jpg,t87mgidAKsI,0.0306,a photo of a cigarette pack,181.0,0.2788
125,NEUTRAL_t87mgidAKsI_F055.jpg,t87mgidAKsI,0.0302,"a cigar being smoked, clearly visible",435.8,0.2547
126,NEUTRAL_t87mgidAKsI_F110.jpg,t87mgidAKsI,0.0302,a photo of a cigarette pack,1302.5,0.2478
127,NEUTRAL_TsyNt4lGD94_F023.jpg,TsyNt4lGD94,0.0302,a pouch or sachet of gutka or pan masala with visible branding,1288.1,0.2496
128,NEUTRAL_t87mgidAKsI_F123.jpg,t87mgidAKsI,0.0299,a hookah pipe,1189.1,0.2788
129,NEUTRAL_t87mgidAKsI_F200.jpg,t87mgidAKsI,0.0292,"a vape or e-cigarette device, clearly visible",278.5,0.3034
130,NEUTRAL_t87mgidAKsI_F010.jpg,t87mgidAKsI,0.0285,a photo of a cigarette pack,334.8,0.2961
131,NEUTRAL_t87mgidAKsI_F121.jpg,t87mgidAKsI,0.0277,"a vape or e-cigarette device, clearly visible",895.9,0.2720
132,NEUTRAL_t87mgidAKsI_F122.jpg,t87mgidAKsI,0.0276,a hookah pipe,1020.8,0.2752
133,NEUTRAL_t87mgidAKsI_F118.jpg,t87mgidAKsI,0.0269,a hookah pipe,386.1,0.2853
134,NEUTRAL_TsyNt4lGD94_F017.jpg,TsyNt4lGD94,0.0266,a pouch or sachet of gutka or pan masala with visible branding,1725.6,0.2544
135,NEUTRAL_t87mgidAKsI_F097.jpg,t87mgidAKsI,0.0264,a photo of a cigarette pack,597.8,0.2736
136,NEUTRAL_t87mgidAKsI_F199.jpg,t87mgidAKsI,0.0262,"a vape or e-cigarette device, clearly visible",311.7,0.2796
138,NEUTRAL_TsyNt4lGD94_F021.jpg,TsyNt4lGD94,0.0231,a pouch or sachet of gutka or pan masala with visible branding,1002.5,0.2346
139,NEUTRAL_vHg96kjiUeo_F160.jpg,vHg96kjiUeo,0.0230,"a cigar being smoked, clearly visible",213.7,0.2614
140,NEUTRAL_t87mgidAKsI_F124.jpg,t87mgidAKsI,0.0228,a hookah pipe,1323.1,0.2694
142,NEUTRAL_vHg96kjiUeo_F102.jpg,vHg96kjiUeo,0.0224,"a can of beer, clearly visible",1272.7,0.2613
144,NEUTRAL_t87mgidAKsI_F078.jpg,t87mgidAKsI,0.0221,a photo of a cigarette pack,417.1,0.2729
145,NEUTRAL_t87mgidAKsI_F143.jpg,t87mgidAKsI,0.0215,a photo of a cigarette pack,452.0,0.2674
146,NEUTRAL_t87mgidAKsI_F112.jpg,t87mgidAKsI,0.0207,"workers manufacturing cigarettes or pan masala in a factory, product visible",745.4,0.2561
147,NEUTRAL_t87mgidAKsI_F126.jpg,t87mgidAKsI,0.0203,"a vape or e-cigarette device, clearly visible",1308.7,0.2659
148,NEUTRAL_t87mgidAKsI_F101.jpg,t87mgidAKsI,0.0203,"workers manufacturing cigarettes or pan masala in a factory, product visible",1489.0,0.2460
149,NEUTRAL_t87mgidAKsI_F072.jpg,t87mgidAKsI,0.0202,"workers manufacturing cigarettes or pan masala in a factory, product visible",382.0,0.2698
150,NEUTRAL_AWr1HIpkQVc_F088.jpg,AWr1HIpkQVc,0.0192,"tobacco leaves or raw tobacco, clearly visible",2062.8,0.2606
152,NEUTRAL_t87mgidAKsI_F016.jpg,t87mgidAKsI,0.0184,"a vape or e-cigarette device, clearly visible",149.5,0.2702
153,NEUTRAL_t87mgidAKsI_F017.jpg,t87mgidAKsI,0.0183,a photo of a cigarette pack,154.7,0.2607
154,NEUTRAL_t87mgidAKsI_F117.jpg,t87mgidAKsI,0.0180,"a vape or e-cigarette device, clearly visible",469.1,0.2724
155,NEUTRAL_TsyNt4lGD94_F068.jpg,TsyNt4lGD94,0.0176,"workers manufacturing cigarettes or pan masala in a factory, product visible",1482.1,0.2509
156,NEUTRAL_TsyNt4lGD94_F012.jpg,TsyNt4lGD94,0.0174,"workers manufacturing cigarettes or pan masala in a factory, product visible",1030.7,0.2508
157,NEUTRAL_t87mgidAKsI_F024.jpg,t87mgidAKsI,0.0165,"a cigar being smoked, clearly visible",113.6,0.2681
159,NEUTRAL_t87mgidAKsI_F202.jpg,t87mgidAKsI,0.0156,a hookah pipe,179.0,0.2642
160,NEUTRAL_t87mgidAKsI_F039.jpg,t87mgidAKsI,0.0155,"workers manufacturing cigarettes or pan masala in a factory, product visible",360.4,0.2505
161,NEUTRAL_TsyNt4lGD94_F018.jpg,TsyNt4lGD94,0.0155,a pouch or sachet of gutka or pan masala with visible branding,991.0,0.2347
162,NEUTRAL_t87mgidAKsI_F196.jpg,t87mgidAKsI,0.0151,"a vape or e-cigarette device, clearly visible",312.6,0.2848
163,NEUTRAL_t87mgidAKsI_F103.jpg,t87mgidAKsI,0.0150,"workers manufacturing cigarettes or pan masala in a factory, product visible",1657.7,0.2382
164,NEUTRAL_t87mgidAKsI_F066.jpg,t87mgidAKsI,0.0149,"workers manufacturing cigarettes or pan masala in a factory, product visible",185.8,0.2352
165,NEUTRAL_t87mgidAKsI_F120.jpg,t87mgidAKsI,0.0142,"a vape or e-cigarette device, clearly visible",725.3,0.2721
166,NEUTRAL_DIsjjT1XRwQ_F013.jpg,DIsjjT1XRwQ,0.0137,"workers manufacturing cigarettes or pan masala in a factory, product visible",590.1,0.2832
168,NEUTRAL_TsyNt4lGD94_F022.jpg,TsyNt4lGD94,0.0132,"workers manufacturing cigarettes or pan masala in a factory, product visible",1033.6,0.2186
169,NEUTRAL_t87mgidAKsI_F119.jpg,t87mgidAKsI,0.0131,"a vape or e-cigarette device, clearly visible",553.1,0.2712
170,NEUTRAL_DIsjjT1XRwQ_F021.jpg,DIsjjT1XRwQ,0.0125,"workers manufacturing cigarettes or pan masala in a factory, product visible",614.1,0.2625
171,NEUTRAL_AWr1HIpkQVc_F126.jpg,AWr1HIpkQVc,0.0121,"a person smoking a cigarette, cigarette clearly visible",1642.1,0.2813
173,NEUTRAL_TsyNt4lGD94_F032.jpg,TsyNt4lGD94,0.0115,a pouch or sachet of gutka or pan masala with visible branding,1447.5,0.2376
174,NEUTRAL_TsyNt4lGD94_F027.jpg,TsyNt4lGD94,0.0112,a pouch or sachet of gutka or pan masala with visible branding,1217.8,0.2350
175,NEUTRAL_t87mgidAKsI_F014.jpg,t87mgidAKsI,0.0107,"a vape or e-cigarette device, clearly visible",484.1,0.2472
177,NEUTRAL_TsyNt4lGD94_F026.jpg,TsyNt4lGD94,0.0103,"workers manufacturing cigarettes or pan masala in a factory, product visible",1062.1,0.2472
183,NEUTRAL_AWr1HIpkQVc_F059.jpg,AWr1HIpkQVc,0.0095,"tobacco leaves or raw tobacco, clearly visible",1936.2,0.2303
186,NEUTRAL_TsyNt4lGD94_F069.jpg,TsyNt4lGD94,0.0088,"workers manufacturing cigarettes or pan masala in a factory, product visible",1357.9,0.2359
188,NEUTRAL_DIsjjT1XRwQ_F019.jpg,DIsjjT1XRwQ,0.0081,"workers manufacturing cigarettes or pan masala in a factory, product visible",558.2,0.2626
189,NEUTRAL_t87mgidAKsI_F081.jpg,t87mgidAKsI,0.0081,"workers manufacturing cigarettes or pan masala in a factory, product visible",358.7,0.2425
191,NEUTRAL_t87mgidAKsI_F102.jpg,t87mgidAKsI,0.0078,"workers manufacturing cigarettes or pan masala in a factory, product visible",1667.3,0.2448
192,NEUTRAL_AWr1HIpkQVc_F089.jpg,AWr1HIpkQVc,0.0077,"tobacco leaves or raw tobacco, clearly visible",1432.2,0.2532
194,NEUTRAL_TsyNt4lGD94_F010.jpg,TsyNt4lGD94,0.0076,a pouch or sachet of gutka or pan masala with visible branding,949.8,0.2563
198,NEUTRAL_DIsjjT1XRwQ_F010.jpg,DIsjjT1XRwQ,0.0064,"workers manufacturing cigarettes or pan masala in a factory, product visible",582.3,0.2586
199,NEUTRAL_AWr1HIpkQVc_F125.jpg,AWr1HIpkQVc,0.0044,"a person smoking a cigarette, cigarette clearly visible",1705.4,0.2679
200,NEUTRAL_t87mgidAKsI_F104.jpg,t87mgidAKsI,0.0039,"workers manufacturing cigarettes or pan masala in a factory, product visible",1679.9,0.2323
201,NEUTRAL_TsyNt4lGD94_F025.jpg,TsyNt4lGD94,0.0057,a pouch or sachet of gutka or pan masala with visible branding,1487.0,0.2383
202,NEUTRAL_DIsjjT1XRwQ_F022.jpg,DIsjjT1XRwQ,0.0055,"a person smoking a cigarette, cigarette clearly visible",645.2,0.2836
203,NEUTRAL_AWr1HIpkQVc_F205.jpg,AWr1HIpkQVc,0.0029,"a person smoking a cigarette, cigarette clearly visible",1851.6,0.2638
204,NEUTRAL_DIsjjT1XRwQ_F023.jpg,DIsjjT1XRwQ,0.0025,"workers manufacturing cigarettes or pan masala in a factory, product visible",630.8,0.2762
205,NEUTRAL_AWr1HIpkQVc_F170.jpg,AWr1HIpkQVc,0.0025,"a person smoking a cigarette, cigarette clearly visible",1960.3,0.2609
206,NEUTRAL_TsyNt4lGD94_F016.jpg,TsyNt4lGD94,0.0024,a pouch or sachet of gutka or pan masala with visible branding,1652.6,0.2425
207,NEUTRAL_AWr1HIpkQVc_F124.jpg,AWr1HIpkQVc,0.0016,"a person smoking a cigarette, cigarette clearly visible",1720.2,0.2633
208,NEUTRAL_AWr1HIpkQVc_F055.jpg,AWr1HIpkQVc,0.0008,"tobacco leaves or raw tobacco, clearly visible",2129.8,0.2398
209,NEUTRAL_t87mgidAKsI_F007.jpg,t87mgidAKsI,0.0008,"a vape or e-cigarette device, clearly visible",496.0,0.2517
210,NEUTRAL_t87mgidAKsI_F086.jpg,t87mgidAKsI,0.0007,a photo of a cigarette pack,277.1,0.2588
211,NEUTRAL_DIsjjT1XRwQ_F017.jpg,DIsjjT1XRwQ,0.0023,"workers manufacturing cigarettes or pan masala in a factory, product visible",555.3,0.2685
212,NEUTRAL_t87mgidAKsI_F094.jpg,t87mgidAKsI,0.0001,"a cigar being smoked, clearly visible",146.6,0.2394
213,NEUTRAL_t87mgidAKsI_F201.jpg,t87mgidAKsI,-0.0001,"a cigar being smoked, clearly visible",185.6,0.2745
214,NEUTRAL_TsyNt4lGD94_F030.jpg,TsyNt4lGD94,-0.0004,"workers manufacturing cigarettes or pan masala in a factory, product visible",1485.7,0.2298
215,NEUTRAL_AWr1HIpkQVc_F025.jpg,AWr1HIpkQVc,-0.0007,"tobacco leaves or raw tobacco, clearly visible",2117.4,0.2431
216,NEUTRAL_AWr1HIpkQVc_F031.jpg,AWr1HIpkQVc,-0.0025,a photo of a cigarette pack,1634.5,0.2174
217,NEUTRAL_t87mgidAKsI_F105.jpg,t87mgidAKsI,-0.0025,"a can of beer, clearly visible",1622.4,0.2302
218,NEUTRAL_TsyNt4lGD94_F067.jpg,TsyNt4lGD94,-0.0026,"workers manufacturing cigarettes or pan masala in a factory, product visible",1519.3,0.2339
219,NEUTRAL_TsyNt4lGD94_F019.jpg,TsyNt4lGD94,-0.0027,a pouch or sachet of gutka or pan masala with visible branding,1002.8,0.2183
220,NEUTRAL_DIsjjT1XRwQ_F016.jpg,DIsjjT1XRwQ,0.0010,"workers manufacturing cigarettes or pan masala in a factory, product visible",571.9,0.2462
221,NEUTRAL_AWr1HIpkQVc_F085.jpg,AWr1HIpkQVc,-0.0027,"tobacco leaves or raw tobacco, clearly visible",2324.2,0.2460
222,NEUTRAL_AWr1HIpkQVc_F081.jpg,AWr1HIpkQVc,-0.0037,"tobacco leaves or raw tobacco, clearly visible",1470.8,0.2284
