rank,filename,video_id,margin_score,matched_prompt,blur_score,raw_positive_score
25,PROMOTIONAL_S2pF1WuMy2M_F056.jpg,S2pF1WuMy2M,0.0665,a pouch or sachet of gutka or pan masala with visible branding,463.9,0.3088
26,PROMOTIONAL_tvgJjsc0xUs_F038.jpg,tvgJjsc0xUs,0.0660,a pouch or sachet of gutka or pan masala with visible branding,316.2,0.2891
27,PROMOTIONAL_rIYna5PfdDU_F058.jpg,rIYna5PfdDU,0.0653,a pouch or sachet of gutka or pan masala with visible branding,1277.4,0.3005
28,PROMOTIONAL_sxrCjmqRTz0_F051.jpg,sxrCjmqRTz0,0.0653,"a person smoking a cigarette, cigarette clearly visible",159.0,0.2957
29,PROMOTIONAL_kHlPI8FDYNg_F065.jpg,kHlPI8FDYNg,0.0650,a photo of a cigarette pack,513.7,0.2968
30,PROMOTIONAL_4rN1GAFrzi4_F131.jpg,4rN1GAFrzi4,0.0647,"a person smoking a cigarette, cigarette clearly visible",541.6,0.2905
31,PROMOTIONAL_AkkChMJv4wA_F053.jpg,AkkChMJv4wA,0.0646,a pouch or sachet of gutka or pan masala with visible branding,241.5,0.2924
32,PROMOTIONAL_sxrCjmqRTz0_F053.jpg,sxrCjmqRTz0,0.0638,"a cigar being smoked, clearly visible",163.3,0.2933
33,PROMOTIONAL_tEQISjSXuiE_F108.jpg,tEQISjSXuiE,0.0635,"a person smoking a cigarette, cigarette clearly visible",177.4,0.2901
34,PROMOTIONAL_CeRs1uTREGg_F005.jpg,CeRs1uTREGg,0.0629,a pouch or sachet of gutka or pan masala with visible branding,758.8,0.2709
35,PROMOTIONAL_tEQISjSXuiE_F041.jpg,tEQISjSXuiE,0.0625,"a person smoking a cigarette, cigarette clearly visible",119.9,0.3066
36,PROMOTIONAL_tEQISjSXuiE_F032.jpg,tEQISjSXuiE,0.0617,"a person smoking a cigarette, cigarette clearly visible",100.3,0.2843
37,PROMOTIONAL_5mwDEv-TSEk_F088.jpg,5mwDEv-TSEk,0.0612,"a cigar being smoked, clearly visible",119.1,0.3009
38,PROMOTIONAL_PkAjo3YgTSw_F021.jpg,PkAjo3YgTSw,0.0609,a photo of a cigarette pack,1261.6,0.2550
39,PROMOTIONAL_eXcoTo86OOw_F039.jpg,eXcoTo86OOw,0.0608,"a cigar being smoked, clearly visible",100.4,0.2936
40,PROMOTIONAL_tEQISjSXuiE_F103.jpg,tEQISjSXuiE,0.0606,"a person smoking a cigarette, cigarette clearly visible",155.1,0.2822
41,PROMOTIONAL_kHlPI8FDYNg_F016.jpg,kHlPI8FDYNg,0.0599,"a person smoking a cigarette, cigarette clearly visible",252.9,0.2837
42,PROMOTIONAL_H2qy5DVUOw8_F059.jpg,H2qy5DVUOw8,0.0593,a pouch or sachet of gutka or pan masala with visible branding,1251.0,0.2968
43,PROMOTIONAL_OWDIGDyOhcI_F046.jpg,OWDIGDyOhcI,0.0591,"a person smoking a cigarette, cigarette clearly visible",133.0,0.2966
44,PROMOTIONAL_iN7n_T5Jh54_F058.jpg,iN7n_T5Jh54,0.0584,a pouch or sachet of gutka or pan masala with visible branding,1123.3,0.2836
45,PROMOTIONAL_TX5r8OEXhEk_F031.jpg,TX5r8OEXhEk,0.0578,"a person smoking a cigarette, cigarette clearly visible",1444.2,0.2747
46,PROMOTIONAL_rIYna5PfdDU_F057.jpg,rIYna5PfdDU,0.0578,a pouch or sachet of gutka or pan masala with visible branding,1245.1,0.2845
47,PROMOTIONAL_Tl8jMFYa60o_F054.jpg,Tl8jMFYa60o,0.0575,a photo of a cigarette pack,285.6,0.3087
48,PROMOTIONAL_tEQISjSXuiE_F024.jpg,tEQISjSXuiE,0.0572,"a cigar being smoked, clearly visible",141.4,0.2991
49,PROMOTIONAL_oC9BCdJmuZc_F024.jpg,oC9BCdJmuZc,0.0572,a pouch or sachet of gutka or pan masala with visible branding,217.2,0.2958
50,PROMOTIONAL_CeRs1uTREGg_F008.jpg,CeRs1uTREGg,0.0571,a pouch or sachet of gutka or pan masala with visible branding,989.3,0.2566
51,PROMOTIONAL_NEkFNbY2ZJU_F061.jpg,NEkFNbY2ZJU,0.0568,a pouch or sachet of gutka or pan masala with visible branding,762.4,0.3157
52,PROMOTIONAL_guFdyc-Rpj0_F016.jpg,guFdyc-Rpj0,0.0568,"a can of beer, clearly visible",117.2,0.2798
53,PROMOTIONAL_iN7n_T5Jh54_F057.jpg,iN7n_T5Jh54,0.0567,a pouch or sachet of gutka or pan masala with visible branding,211.5,0.2725
54,PROMOTIONAL_rIYna5PfdDU_F059.jpg,rIYna5PfdDU,0.0567,a pouch or sachet of gutka or pan masala with visible branding,1303.7,0.2820
55,PROMOTIONAL_ob1RBsKnLP0_F043.jpg,ob1RBsKnLP0,0.0564,"a can of beer, clearly visible",274.4,0.2775
56,PROMOTIONAL_-IRKWvvlT-M_F005.jpg,-IRKWvvlT-M,0.0561,a pouch or sachet of gutka or pan masala with visible branding,1468.7,0.2913
57,PROMOTIONAL_guFdyc-Rpj0_F017.jpg,guFdyc-Rpj0,0.0559,a pouch or sachet of gutka or pan masala with visible branding,131.2,0.2843
58,PROMOTIONAL_OWDIGDyOhcI_F011.jpg,OWDIGDyOhcI,0.0547,"a person smoking a cigarette, cigarette clearly visible",152.7,0.2976
59,PROMOTIONAL_-IRKWvvlT-M_F004.jpg,-IRKWvvlT-M,0.0547,a pouch or sachet of gutka or pan masala with visible branding,1303.6,0.2874
60,PROMOTIONAL_oWPLQY-tESk_F060.jpg,oWPLQY-tESk,0.0542,a pouch or sachet of gutka or pan masala with visible branding,935.7,0.2690
61,PROMOTIONAL_hvx16M1Pe9w_F058.jpg,hvx16M1Pe9w,0.0541,"a can of beer, clearly visible",572.4,0.2844
62,PROMOTIONAL_rIYna5PfdDU_F055.jpg,rIYna5PfdDU,0.0541,a pouch or sachet of gutka or pan masala with visible branding,1089.7,0.2822
63,PROMOTIONAL_kHlPI8FDYNg_F009.jpg,kHlPI8FDYNg,0.0539,"a cigar being smoked, clearly visible",159.3,0.3003
64,PROMOTIONAL_4rN1GAFrzi4_F138.jpg,4rN1GAFrzi4,0.0531,a photo of a cigarette pack,547.9,0.2901
65,PROMOTIONAL_DsWP_FrACgM_F066.jpg,DsWP_FrACgM,0.0530,a sachet of chewing tobacco with visible branding,251.6,0.2770
66,PROMOTIONAL_rIYna5PfdDU_F054.jpg,rIYna5PfdDU,0.0529,a pouch or sachet of gutka or pan masala with visible branding,1100.1,0.2803
67,PROMOTIONAL_o2cFKv3Sb_8_F028.jpg,o2cFKv3Sb_8,0.0524,a pouch or sachet of gutka or pan masala with visible branding,213.9,0.2977
68,PROMOTIONAL_ZjaOdXCXgJw_F056.jpg,ZjaOdXCXgJw,0.0523,a pouch or sachet of gutka or pan masala with visible branding,198.4,0.3109
69,PROMOTIONAL_oWPLQY-tESk_F059.jpg,oWPLQY-tESk,0.0522,a pouch or sachet of gutka or pan masala with visible branding,924.7,0.2600
70,PROMOTIONAL_i8sQcC6wF1Q_F042.jpg,i8sQcC6wF1Q,0.0520,a sachet of chewing tobacco with visible branding,219.8,0.2692
71,PROMOTIONAL_DsWP_FrACgM_F019.jpg,DsWP_FrACgM,0.0519,a pouch or sachet of gutka or pan masala with visible branding,189.1,0.2872
72,PROMOTIONAL_rIYna5PfdDU_F053.jpg,rIYna5PfdDU,0.0519,a pouch or sachet of gutka or pan masala with visible branding,1000.9,0.2782
73,PROMOTIONAL_ZPkbtIBypb0_F223.jpg,ZPkbtIBypb0,0.0516,"a cigar being smoked, clearly visible",155.1,0.2877
74,PROMOTIONAL_2gK6XVlfdK0_F027.jpg,2gK6XVlfdK0,0.0513,a pouch or sachet of gutka or pan masala with visible branding,207.8,0.2724
75,PROMOTIONAL_CeRs1uTREGg_F007.jpg,CeRs1uTREGg,0.0511,a pouch or sachet of gutka or pan masala with visible branding,864.2,0.2504
76,PROMOTIONAL_sxrCjmqRTz0_F059.jpg,sxrCjmqRTz0,0.0511,"a person smoking a cigarette, cigarette clearly visible",165.6,0.2773
77,PROMOTIONAL_-KtN-Sz1iMA_F030.jpg,-KtN-Sz1iMA,0.0505,a pouch or sachet of gutka or pan masala with visible branding,2273.0,0.2606
78,PROMOTIONAL_oWPLQY-tESk_F058.jpg,oWPLQY-tESk,0.0503,a pouch or sachet of gutka or pan masala with visible branding,871.8,0.2623
79,PROMOTIONAL_NEkFNbY2ZJU_F048.jpg,NEkFNbY2ZJU,0.0494,a pouch or sachet of gutka or pan masala with visible branding,278.9,0.2686
80,PROMOTIONAL_OWDIGDyOhcI_F010.jpg,OWDIGDyOhcI,0.0493,"a cigar being smoked, clearly visible",101.1,0.2927
81,PROMOTIONAL_EAnIJkAsP14_F062.jpg,EAnIJkAsP14,0.0489,"a can of beer, clearly visible",243.1,0.2633
82,PROMOTIONAL_iEGY45xE5io_F056.jpg,iEGY45xE5io,0.0488,a pouch or sachet of gutka or pan masala with visible branding,175.1,0.2796
83,PROMOTIONAL_sxrCjmqRTz0_F054.jpg,sxrCjmqRTz0,0.0483,"a person smoking a cigarette, cigarette clearly visible",164.0,0.2830
84,PROMOTIONAL_2gK6XVlfdK0_F030.jpg,2gK6XVlfdK0,0.0478,a pouch or sachet of gutka or pan masala with visible branding,1365.4,0.2749
85,PROMOTIONAL_tEQISjSXuiE_F104.jpg,tEQISjSXuiE,0.0477,"a cigar being smoked, clearly visible",211.4,0.2886
86,PROMOTIONAL_4rN1GAFrzi4_F132.jpg,4rN1GAFrzi4,0.0477,"a person smoking a cigarette, cigarette clearly visible",588.3,0.2843
87,PROMOTIONAL_IrEUXOE2JHA_F009.jpg,IrEUXOE2JHA,0.0476,"a vape or e-cigarette device, clearly visible",151.8,0.2794
88,PROMOTIONAL_L-bg5RLiOaQ_F026.jpg,L-bg5RLiOaQ,0.0475,a pouch or sachet of gutka or pan masala with visible branding,156.4,0.2744
89,PROMOTIONAL_IrEUXOE2JHA_F067.jpg,IrEUXOE2JHA,0.0469,"a person smoking a cigarette, cigarette clearly visible",187.4,0.2694
90,PROMOTIONAL_H2qy5DVUOw8_F035.jpg,H2qy5DVUOw8,0.0469,"a can of beer, clearly visible",356.6,0.2588
91,PROMOTIONAL_XwgNLyk38sI_F011.jpg,XwgNLyk38sI,0.0469,a sachet of chewing tobacco with visible branding,261.0,0.2794
92,PROMOTIONAL_cz5n3qm1G8k_F019.jpg,cz5n3qm1G8k,0.0468,a pouch or sachet of gutka or pan masala with visible branding,931.2,0.2667
93,PROMOTIONAL_rIYna5PfdDU_F052.jpg,rIYna5PfdDU,0.0466,"a vape or e-cigarette device, clearly visible",394.2,0.2919
94,PROMOTIONAL_iEGY45xE5io_F060.jpg,iEGY45xE5io,0.0465,a pouch or sachet of gutka or pan masala with visible branding,843.0,0.2683
95,PROMOTIONAL_V30umsF1l7c_F058.jpg,V30umsF1l7c,0.0464,"a can of beer, clearly visible",669.9,0.2811
96,PROMOTIONAL_ZjaOdXCXgJw_F062.jpg,ZjaOdXCXgJw,0.0463,a pouch or sachet of gutka or pan masala with visible branding,759.0,0.2903
97,PROMOTIONAL_IrEUXOE2JHA_F092.jpg,IrEUXOE2JHA,0.0463,"a can of beer, clearly visible",466.6,0.2829
98,PROMOTIONAL_WxyusRiyLrA_F062.jpg,WxyusRiyLrA,0.0458,a pouch or sachet of gutka or pan masala with visible branding,179.9,0.3031
99,PROMOTIONAL_CeRs1uTREGg_F003.jpg,CeRs1uTREGg,0.0456,a pouch or sachet of gutka or pan masala with visible branding,659.0,0.2685
100,PROMOTIONAL_DsWP_FrACgM_F088.jpg,DsWP_FrACgM,0.0454,a pouch or sachet of gutka or pan masala with visible branding,137.7,0.2743
101,PROMOTIONAL_Tl8jMFYa60o_F055.jpg,Tl8jMFYa60o,0.0454,a photo of a cigarette pack,292.5,0.3007
102,PROMOTIONAL_N4UF9ezYzp0_F031.jpg,N4UF9ezYzp0,0.0449,a pouch or sachet of gutka or pan masala with visible branding,690.0,0.2620
103,PROMOTIONAL_PkAjo3YgTSw_F020.jpg,PkAjo3YgTSw,0.0448,a photo of a cigarette pack,513.2,0.2706
104,PROMOTIONAL_rIYna5PfdDU_F056.jpg,rIYna5PfdDU,0.0443,a pouch or sachet of gutka or pan masala with visible branding,1251.1,0.2673
105,PROMOTIONAL_kHlPI8FDYNg_F023.jpg,kHlPI8FDYNg,0.0443,"a person smoking a cigarette, cigarette clearly visible",154.3,0.2746
106,PROMOTIONAL_7M7oRkAaujg_F020.jpg,7M7oRkAaujg,0.0442,"a person smoking a cigarette, cigarette clearly visible",177.9,0.2898
107,PROMOTIONAL_sxrCjmqRTz0_F048.jpg,sxrCjmqRTz0,0.0441,"a cigar being smoked, clearly visible",113.1,0.2598
108,PROMOTIONAL_4rN1GAFrzi4_F130.jpg,4rN1GAFrzi4,0.0437,"a person smoking a cigarette, cigarette clearly visible",534.3,0.2802
109,PROMOTIONAL_sxrCjmqRTz0_F039.jpg,sxrCjmqRTz0,0.0436,a photo of a cigarette pack,188.2,0.2789
110,PROMOTIONAL_4rN1GAFrzi4_F048.jpg,4rN1GAFrzi4,0.0434,a photo of a cigarette pack,797.9,0.2794
111,PROMOTIONAL_RnL8eDxT7Cg_F055.jpg,RnL8eDxT7Cg,0.0434,"a person smoking a cigarette, cigarette clearly visible",149.2,0.2853
112,PROMOTIONAL_guFdyc-Rpj0_F001.jpg,guFdyc-Rpj0,0.0422,"a can of beer, clearly visible",141.3,0.2913
113,PROMOTIONAL_2hv10KpfgXs_F059.jpg,2hv10KpfgXs,0.0420,"a person smoking a cigarette, cigarette clearly visible",135.4,0.2670
114,PROMOTIONAL_7M7oRkAaujg_F026.jpg,7M7oRkAaujg,0.0419,"a cigar being smoked, clearly visible",218.2,0.2761
115,PROMOTIONAL_YU0COqQ9W-A_F037.jpg,YU0COqQ9W-A,0.0414,"a glass of beer or wine, clearly visible",222.7,0.2853
116,PROMOTIONAL_zNfEfnyxE6c_F018.jpg,zNfEfnyxE6c,0.0409,a pouch or sachet of gutka or pan masala with visible branding,673.1,0.2578
117,PROMOTIONAL_ZjaOdXCXgJw_F030.jpg,ZjaOdXCXgJw,0.0408,"a vape or e-cigarette device, clearly visible",212.7,0.2911
118,PROMOTIONAL_cz5n3qm1G8k_F018.jpg,cz5n3qm1G8k,0.0402,a pouch or sachet of gutka or pan masala with visible branding,790.7,0.2509
119,PROMOTIONAL_IrEUXOE2JHA_F091.jpg,IrEUXOE2JHA,0.0401,"a can of beer, clearly visible",518.5,0.2796
120,PROMOTIONAL_DsWP_FrACgM_F020.jpg,DsWP_FrACgM,0.0400,a pouch or sachet of gutka or pan masala with visible branding,166.6,0.2653
121,PROMOTIONAL_AMK9MrKAXKw_F012.jpg,AMK9MrKAXKw,0.0397,a photo of a cigarette pack,227.6,0.2813
122,PROMOTIONAL_FnULv0U14UY_F052.jpg,FnULv0U14UY,0.0396,a hookah pipe,168.7,0.2603
123,PROMOTIONAL_4rN1GAFrzi4_F070.jpg,4rN1GAFrzi4,0.0392,a photo of a cigarette pack,632.0,0.2614
124,PROMOTIONAL_f5m68k2yyfo_F029.jpg,f5m68k2yyfo,0.0387,a pouch or sachet of gutka or pan masala with visible branding,708.3,0.2602
125,PROMOTIONAL_3MaLTyJokyM_F002.jpg,3MaLTyJokyM,0.0385,a hookah pipe,325.4,0.3120
126,PROMOTIONAL_kHlPI8FDYNg_F039.jpg,kHlPI8FDYNg,0.0385,"a cigar being smoked, clearly visible",105.8,0.2660
127,PROMOTIONAL_L-bg5RLiOaQ_F028.jpg,L-bg5RLiOaQ,0.0382,a pouch or sachet of gutka or pan masala with visible branding,191.9,0.2532
128,PROMOTIONAL_RnL8eDxT7Cg_F006.jpg,RnL8eDxT7Cg,0.0379,"a vape or e-cigarette device, clearly visible",1501.2,0.2671
129,PROMOTIONAL_2gK6XVlfdK0_F001.jpg,2gK6XVlfdK0,0.0378,a pouch or sachet of gutka or pan masala with visible branding,298.4,0.2467
130,PROMOTIONAL_PkAjo3YgTSw_F010.jpg,PkAjo3YgTSw,0.0370,a photo of a cigarette pack,517.9,0.2346
131,PROMOTIONAL_tEQISjSXuiE_F110.jpg,tEQISjSXuiE,0.0364,"a person smoking a cigarette, cigarette clearly visible",262.0,0.2729
132,PROMOTIONAL_kHlPI8FDYNg_F064.jpg,kHlPI8FDYNg,0.0363,a photo of a cigarette pack,568.2,0.2794
133,PROMOTIONAL_FnULv0U14UY_F054.jpg,FnULv0U14UY,0.0363,"a cigar being smoked, clearly visible",161.1,0.2887
134,PROMOTIONAL_2hv10KpfgXs_F043.jpg,2hv10KpfgXs,0.0362,a photo of a cigarette pack,301.9,0.2834
135,PROMOTIONAL_4rN1GAFrzi4_F010.jpg,4rN1GAFrzi4,0.0361,"a person smoking a cigarette, cigarette clearly visible",543.5,0.2648
136,PROMOTIONAL_TX5r8OEXhEk_F026.jpg,TX5r8OEXhEk,0.0361,"a person smoking a cigarette, cigarette clearly visible",250.4,0.2636
137,PROMOTIONAL_2hv10KpfgXs_F046.jpg,2hv10KpfgXs,0.0361,a photo of a cigarette pack,325.7,0.2812
138,PROMOTIONAL_L-bg5RLiOaQ_F039.jpg,L-bg5RLiOaQ,0.0361,a photo of a cigarette pack,158.5,0.2739
139,PROMOTIONAL_f5m68k2yyfo_F028.jpg,f5m68k2yyfo,0.0360,"a can of beer, clearly visible",461.7,0.2722
140,PROMOTIONAL_IrEUXOE2JHA_F006.jpg,IrEUXOE2JHA,0.0356,"a vape or e-cigarette device, clearly visible",183.1,0.2552
141,PROMOTIONAL_9VLJyBaIiMQ_F008.jpg,9VLJyBaIiMQ,0.0355,a pouch or sachet of gutka or pan masala with visible branding,306.8,0.2689
142,PROMOTIONAL_BJpdusGS8Ak_F032.jpg,BJpdusGS8Ak,0.0354,a bottle of alcohol or whisky with visible label,263.8,0.2853
143,PROMOTIONAL_PkAjo3YgTSw_F011.jpg,PkAjo3YgTSw,0.0353,a photo of a cigarette pack,1351.9,0.2311
144,PROMOTIONAL_OWSC-C447aY_F044.jpg,OWSC-C447aY,0.0352,"a glass of beer or wine, clearly visible",171.7,0.2693
145,PROMOTIONAL_sxrCjmqRTz0_F049.jpg,sxrCjmqRTz0,0.0348,"a person smoking a cigarette, cigarette clearly visible",159.2,0.2632
146,PROMOTIONAL_2hv10KpfgXs_F034.jpg,2hv10KpfgXs,0.0348,"a cigar being smoked, clearly visible",167.6,0.2513
147,PROMOTIONAL_oWPLQY-tESk_F001.jpg,oWPLQY-tESk,0.0346,"a vape or e-cigarette device, clearly visible",180.2,0.2742
148,PROMOTIONAL_ZPkbtIBypb0_F213.jpg,ZPkbtIBypb0,0.0344,"a cigar being smoked, clearly visible",331.5,0.2591
149,PROMOTIONAL_WxyusRiyLrA_F064.jpg,WxyusRiyLrA,0.0344,a pouch or sachet of gutka or pan masala with visible branding,330.0,0.2792
150,PROMOTIONAL_CeRs1uTREGg_F001.jpg,CeRs1uTREGg,0.0342,"a can of beer, clearly visible",242.5,0.2681
151,PROMOTIONAL_3MaLTyJokyM_F018.jpg,3MaLTyJokyM,0.0341,"a cigar being smoked, clearly visible",379.2,0.2659
152,PROMOTIONAL_2hv10KpfgXs_F044.jpg,2hv10KpfgXs,0.0339,a photo of a cigarette pack,293.1,0.2695
153,PROMOTIONAL_2hv10KpfgXs_F060.jpg,2hv10KpfgXs,0.0337,"a person smoking a cigarette, cigarette clearly visible",112.8,0.2668
154,PROMOTIONAL_NEkFNbY2ZJU_F055.jpg,NEkFNbY2ZJU,0.0336,"a person smoking a cigarette, cigarette clearly visible",393.3,0.2509
155,PROMOTIONAL_o2cFKv3Sb_8_F007.jpg,o2cFKv3Sb_8,0.0336,a pouch or sachet of gutka or pan masala with visible branding,263.0,0.2858
156,PROMOTIONAL_ymCBZ6xXJkY_F059.jpg,ymCBZ6xXJkY,0.0332,"a vape or e-cigarette device, clearly visible",432.7,0.2627
157,PROMOTIONAL_sxrCjmqRTz0_F055.jpg,sxrCjmqRTz0,0.0327,"a person smoking a cigarette, cigarette clearly visible",161.9,0.2707
158,PROMOTIONAL_-KtN-Sz1iMA_F026.jpg,-KtN-Sz1iMA,0.0324,"a can of beer, clearly visible",1022.3,0.2654
159,PROMOTIONAL_2gK6XVlfdK0_F028.jpg,2gK6XVlfdK0,0.0323,a pouch or sachet of gutka or pan masala with visible branding,2040.5,0.2671
160,PROMOTIONAL_fmK0FYpaJ7E_F019.jpg,fmK0FYpaJ7E,0.0323,a sachet of chewing tobacco with visible branding,136.8,0.2995
161,PROMOTIONAL_NEkFNbY2ZJU_F060.jpg,NEkFNbY2ZJU,0.0323,a pouch or sachet of gutka or pan masala with visible branding,518.1,0.3004
162,PROMOTIONAL_qXlhj_LwBNc_F057.jpg,qXlhj_LwBNc,0.0320,"a cigar being smoked, clearly visible",194.1,0.2561
163,PROMOTIONAL_2hv10KpfgXs_F019.jpg,2hv10KpfgXs,0.0319,a photo of a cigarette pack,341.6,0.2722
164,PROMOTIONAL_PkAjo3YgTSw_F004.jpg,PkAjo3YgTSw,0.0307,a photo of a cigarette pack,205.5,0.2537
165,PROMOTIONAL_FnULv0U14UY_F037.jpg,FnULv0U14UY,0.0307,"a cigar being smoked, clearly visible",111.4,0.2507
166,PROMOTIONAL_IrEUXOE2JHA_F086.jpg,IrEUXOE2JHA,0.0306,"a can of beer, clearly visible",188.7,0.2703
167,PROMOTIONAL_tEQISjSXuiE_F111.jpg,tEQISjSXuiE,0.0306,"a person smoking a cigarette, cigarette clearly visible",242.2,0.2719
168,PROMOTIONAL_9VLJyBaIiMQ_F060.jpg,9VLJyBaIiMQ,0.0302,a pouch or sachet of gutka or pan masala with visible branding,1446.4,0.2826
169,PROMOTIONAL_guFdyc-Rpj0_F018.jpg,guFdyc-Rpj0,0.0301,a pouch or sachet of gutka or pan masala with visible branding,114.6,0.2584
170,PROMOTIONAL_4rN1GAFrzi4_F052.jpg,4rN1GAFrzi4,0.0300,a pouch or sachet of gutka or pan masala with visible branding,457.1,0.2557
171,PROMOTIONAL_9VLJyBaIiMQ_F009.jpg,9VLJyBaIiMQ,0.0299,a pouch or sachet of gutka or pan masala with visible branding,292.8,0.2683
172,PROMOTIONAL_PkAjo3YgTSw_F017.jpg,PkAjo3YgTSw,0.0299,a photo of a cigarette pack,359.5,0.2640
173,PROMOTIONAL_OWSC-C447aY_F019.jpg,OWSC-C447aY,0.0298,a pouch or sachet of gutka or pan masala with visible branding,484.1,0.2691
174,PROMOTIONAL_tEQISjSXuiE_F097.jpg,tEQISjSXuiE,0.0297,"a cigar being smoked, clearly visible",214.5,0.2731
175,PROMOTIONAL_tEQISjSXuiE_F112.jpg,tEQISjSXuiE,0.0297,"a person smoking a cigarette, cigarette clearly visible",253.5,0.2751
176,PROMOTIONAL_H2qy5DVUOw8_F057.jpg,H2qy5DVUOw8,0.0297,a photo of a cigarette pack,133.5,0.2732
177,PROMOTIONAL_2hv10KpfgXs_F028.jpg,2hv10KpfgXs,0.0295,"a person smoking a cigarette, cigarette clearly visible",138.3,0.2518
178,PROMOTIONAL_OWSC-C447aY_F056.jpg,OWSC-C447aY,0.0295,"a vape or e-cigarette device, clearly visible",149.9,0.2814
179,PROMOTIONAL_L-bg5RLiOaQ_F030.jpg,L-bg5RLiOaQ,0.0292,a pouch or sachet of gutka or pan masala with visible branding,219.8,0.2575
180,PROMOTIONAL_7VDOruS-i10_F042.jpg,7VDOruS-i10,0.0291,a pouch or sachet of gutka or pan masala with visible branding,744.9,0.2535
181,PROMOTIONAL_mt4Cf63vFyI_F005.jpg,mt4Cf63vFyI,0.0291,a sachet of chewing tobacco with visible branding,408.5,0.2690
182,PROMOTIONAL_f5m68k2yyfo_F027.jpg,f5m68k2yyfo,0.0289,"a can of beer, clearly visible",339.6,0.2561
183,PROMOTIONAL_AkkChMJv4wA_F028.jpg,AkkChMJv4wA,0.0289,a sachet of chewing tobacco with visible branding,830.8,0.2682
184,PROMOTIONAL_-KtN-Sz1iMA_F025.jpg,-KtN-Sz1iMA,0.0289,"a glass of beer or wine, clearly visible",638.6,0.2798
