rank,filename,video_id,margin_score,matched_prompt,blur_score,raw_positive_score
33,PREVENTIVE_qNBCiDWjtEA_F096.jpg,qNBCiDWjtEA,0.0377,a photo of a cigarette pack,1098.3,0.2926
34,PREVENTIVE_LVKLxfNguLw_F050.jpg,LVKLxfNguLw,0.0374,"a person smoking a cigarette, cigarette clearly visible",469.5,0.2780
35,PREVENTIVE_qNBCiDWjtEA_F012.jpg,qNBCiDWjtEA,0.0373,a photo of a cigarette pack,1124.3,0.2729
36,PREVENTIVE_wAH0z3cIAL0_F100.jpg,wAH0z3cIAL0,0.0371,"a person smoking a cigarette, cigarette clearly visible",830.0,0.2734
37,PREVENTIVE_uWimehBOIHM_F040.jpg,uWimehBOIHM,0.0366,"a person smoking a cigarette, cigarette clearly visible",337.8,0.2750
38,PREVENTIVE_D4hCpB5nAx0_F028.jpg,D4hCpB5nAx0,0.0366,"a can of beer, clearly visible",105.7,0.2814
39,PREVENTIVE_qNBCiDWjtEA_F014.jpg,qNBCiDWjtEA,0.0365,a photo of a cigarette pack,903.3,0.2677
40,PREVENTIVE_qNBCiDWjtEA_F644.jpg,qNBCiDWjtEA,0.0365,a sachet of chewing tobacco with visible branding,857.7,0.2616
41,PREVENTIVE_TX5r8OEXhEk_F026.jpg,TX5r8OEXhEk,0.0361,"a person smoking a cigarette, cigarette clearly visible",250.4,0.2636
42,PREVENTIVE_wAH0z3cIAL0_F103.jpg,wAH0z3cIAL0,0.0361,a photo of a cigarette pack,308.9,0.2813
43,PREVENTIVE_qNBCiDWjtEA_F190.jpg,qNBCiDWjtEA,0.0359,a photo of a cigarette pack,1283.4,0.2418
44,PREVENTIVE_LVKLxfNguLw_F053.jpg,LVKLxfNguLw,0.0358,"a person smoking a cigarette, cigarette clearly visible",467.0,0.2829
45,PREVENTIVE_qNBCiDWjtEA_F237.jpg,qNBCiDWjtEA,0.0351,"a vape or e-cigarette device, clearly visible",196.8,0.2799
46,PREVENTIVE_D4hCpB5nAx0_F010.jpg,D4hCpB5nAx0,0.0346,"a can of beer, clearly visible",100.3,0.2860
47,PREVENTIVE_qNBCiDWjtEA_F246.jpg,qNBCiDWjtEA,0.0344,"a vape or e-cigarette device, clearly visible",1551.4,0.2427
48,PREVENTIVE_SC-3td5-pdY_F027.jpg,SC-3td5-pdY,0.0339,"a person smoking a cigarette, cigarette clearly visible",807.2,0.2733
49,PREVENTIVE_wAH0z3cIAL0_F711.jpg,wAH0z3cIAL0,0.0336,"workers manufacturing cigarettes or pan masala in a factory, product visible",648.4,0.2650
50,PREVENTIVE_qNBCiDWjtEA_F646.jpg,qNBCiDWjtEA,0.0335,"a vape or e-cigarette device, clearly visible",811.9,0.2514
51,PREVENTIVE_D4hCpB5nAx0_F016.jpg,D4hCpB5nAx0,0.0333,"a can of beer, clearly visible",113.9,0.2892
52,PREVENTIVE_LVKLxfNguLw_F062.jpg,LVKLxfNguLw,0.0327,"a person smoking a cigarette, cigarette clearly visible",635.7,0.2804
53,PREVENTIVE_D4hCpB5nAx0_F005.jpg,D4hCpB5nAx0,0.0324,"a can of beer, clearly visible",102.5,0.2819
54,PREVENTIVE_D4hCpB5nAx0_F017.jpg,D4hCpB5nAx0,0.0321,"a can of beer, clearly visible",130.1,0.2887
55,PREVENTIVE_wAH0z3cIAL0_F710.jpg,wAH0z3cIAL0,0.0319,"workers manufacturing cigarettes or pan masala in a factory, product visible",647.7,0.2684
56,PREVENTIVE_qNBCiDWjtEA_F091.jpg,qNBCiDWjtEA,0.0316,a photo of a cigarette pack,1483.9,0.2837
57,PREVENTIVE_qNBCiDWjtEA_F648.jpg,qNBCiDWjtEA,0.0315,"a vape or e-cigarette device, clearly visible",701.0,0.2435
58,PREVENTIVE_SC-3td5-pdY_F028.jpg,SC-3td5-pdY,0.0314,"a person smoking a cigarette, cigarette clearly visible",807.3,0.2695
59,PREVENTIVE_qNBCiDWjtEA_F233.jpg,qNBCiDWjtEA,0.0313,"a vape or e-cigarette device, clearly visible",1044.9,0.2529
60,PREVENTIVE_LVKLxfNguLw_F096.jpg,LVKLxfNguLw,0.0304,"a vape or e-cigarette device, clearly visible",940.0,0.2809
61,PREVENTIVE_LVKLxfNguLw_F032.jpg,LVKLxfNguLw,0.0302,a photo of a cigarette pack,276.6,0.2596
62,PREVENTIVE_D4hCpB5nAx0_F033.jpg,D4hCpB5nAx0,0.0298,"a can of beer, clearly visible",106.2,0.2791
63,PREVENTIVE_T7P-MgQLIPw_F030.jpg,T7P-MgQLIPw,0.0296,"a vape or e-cigarette device, clearly visible",872.3,0.2654
64,PREVENTIVE_qNBCiDWjtEA_F652.jpg,qNBCiDWjtEA,0.0296,a photo of a cigarette pack,1977.9,0.2407
65,PREVENTIVE_qNBCiDWjtEA_F223.jpg,qNBCiDWjtEA,0.0295,"a vape or e-cigarette device, clearly visible",585.9,0.2621
66,PREVENTIVE_qNBCiDWjtEA_F092.jpg,qNBCiDWjtEA,0.0295,a photo of a cigarette pack,1736.3,0.2869
67,PREVENTIVE_qNBCiDWjtEA_F195.jpg,qNBCiDWjtEA,0.0291,"a vape or e-cigarette device, clearly visible",1317.6,0.2513
68,PREVENTIVE_qNBCiDWjtEA_F180.jpg,qNBCiDWjtEA,0.0290,"a vape or e-cigarette device, clearly visible",1380.7,0.2510
69,PREVENTIVE_qNBCiDWjtEA_F218.jpg,qNBCiDWjtEA,0.0288,"a vape or e-cigarette device, clearly visible",494.8,0.2597
70,PREVENTIVE_D4hCpB5nAx0_F031.jpg,D4hCpB5nAx0,0.0288,"a can of beer, clearly visible",126.5,0.2719
71,PREVENTIVE_wAH0z3cIAL0_F098.jpg,wAH0z3cIAL0,0.0284,a photo of a cigarette pack,572.7,0.2717
72,PREVENTIVE_D4hCpB5nAx0_F006.jpg,D4hCpB5nAx0,0.0283,"a can of beer, clearly visible",100.2,0.2705
73,PREVENTIVE_RTc5NgyiGTs_F015.jpg,RTc5NgyiGTs,0.0282,"a can of beer, clearly visible",862.9,0.2418
74,PREVENTIVE_qNBCiDWjtEA_F028.jpg,qNBCiDWjtEA,0.0274,"a person smoking a cigarette, cigarette clearly visible",3036.4,0.2534
75,PREVENTIVE_D4hCpB5nAx0_F030.jpg,D4hCpB5nAx0,0.0271,"a can of beer, clearly visible",124.9,0.2787
76,PREVENTIVE_qNBCiDWjtEA_F642.jpg,qNBCiDWjtEA,0.0271,a sachet of chewing tobacco with visible branding,788.5,0.2559
77,PREVENTIVE_D4hCpB5nAx0_F027.jpg,D4hCpB5nAx0,0.0269,"a can of beer, clearly visible",126.9,0.2745
78,PREVENTIVE_D4hCpB5nAx0_F022.jpg,D4hCpB5nAx0,0.0269,"a can of beer, clearly visible",128.6,0.2755
79,PREVENTIVE_qNBCiDWjtEA_F210.jpg,qNBCiDWjtEA,0.0268,"a person smoking a cigarette, cigarette clearly visible",1150.6,0.2405
80,PREVENTIVE_uWimehBOIHM_F023.jpg,uWimehBOIHM,0.0268,a hookah pipe,419.2,0.2389
81,PREVENTIVE_qNBCiDWjtEA_F209.jpg,qNBCiDWjtEA,0.0267,"a vape or e-cigarette device, clearly visible",809.8,0.2414
82,PREVENTIVE_7M7oRkAaujg_F047.jpg,7M7oRkAaujg,0.0266,"workers manufacturing cigarettes or pan masala in a factory, product visible",148.2,0.2670
83,PREVENTIVE_wAH0z3cIAL0_F712.jpg,wAH0z3cIAL0,0.0266,"workers manufacturing cigarettes or pan masala in a factory, product visible",1005.6,0.2552
84,PREVENTIVE_TX5r8OEXhEk_F025.jpg,TX5r8OEXhEk,0.0265,"a person smoking a cigarette, cigarette clearly visible",125.2,0.2532
85,PREVENTIVE_wAH0z3cIAL0_F095.jpg,wAH0z3cIAL0,0.0261,a photo of a cigarette pack,309.3,0.2878
86,PREVENTIVE_qNBCiDWjtEA_F249.jpg,qNBCiDWjtEA,0.0261,"a vape or e-cigarette device, clearly visible",1399.9,0.2361
87,PREVENTIVE_l8K_f4DVvVc_F016.jpg,l8K_f4DVvVc,0.0257,a photo of a cigarette pack,100.9,0.2492
88,PREVENTIVE_D4hCpB5nAx0_F018.jpg,D4hCpB5nAx0,0.0255,"a can of beer, clearly visible",121.5,0.2740
89,PREVENTIVE_wAH0z3cIAL0_F717.jpg,wAH0z3cIAL0,0.0255,"workers manufacturing cigarettes or pan masala in a factory, product visible",1530.1,0.2652
90,PREVENTIVE_RTc5NgyiGTs_F105.jpg,RTc5NgyiGTs,0.0253,"a can of beer, clearly visible",1085.9,0.2666
91,PREVENTIVE_RTc5NgyiGTs_F016.jpg,RTc5NgyiGTs,0.0252,"a can of beer, clearly visible",890.0,0.2450
92,PREVENTIVE_D4hCpB5nAx0_F011.jpg,D4hCpB5nAx0,0.0252,"a can of beer, clearly visible",117.2,0.2754
93,PREVENTIVE_qNBCiDWjtEA_F098.jpg,qNBCiDWjtEA,0.0251,"a person smoking a cigarette, cigarette clearly visible",1008.6,0.2593
94,PREVENTIVE_7M7oRkAaujg_F050.jpg,7M7oRkAaujg,0.0250,"a cigar being smoked, clearly visible",136.8,0.2615
95,PREVENTIVE_D4hCpB5nAx0_F007.jpg,D4hCpB5nAx0,0.0250,"a can of beer, clearly visible",122.3,0.2646
96,PREVENTIVE_qNBCiDWjtEA_F097.jpg,qNBCiDWjtEA,0.0243,"a person smoking a cigarette, cigarette clearly visible",851.2,0.2682
97,PREVENTIVE_7M7oRkAaujg_F051.jpg,7M7oRkAaujg,0.0242,"a cigar being smoked, clearly visible",134.3,0.2631
98,PREVENTIVE_7M7oRkAaujg_F022.jpg,7M7oRkAaujg,0.0239,"a cigar being smoked, clearly visible",164.7,0.2562
99,PREVENTIVE_7M7oRkAaujg_F036.jpg,7M7oRkAaujg,0.0238,"a cigar being smoked, clearly visible",140.3,0.2653
100,PREVENTIVE_T7P-MgQLIPw_F002.jpg,T7P-MgQLIPw,0.0238,a pouch or sachet of gutka or pan masala with visible branding,143.2,0.2280
101,PREVENTIVE_qNBCiDWjtEA_F026.jpg,qNBCiDWjtEA,0.0233,"a person smoking a cigarette, cigarette clearly visible",2622.0,0.2495
102,PREVENTIVE_7M7oRkAaujg_F017.jpg,7M7oRkAaujg,0.0231,"a person smoking a cigarette, cigarette clearly visible",323.0,0.2519
103,PREVENTIVE_T7P-MgQLIPw_F035.jpg,T7P-MgQLIPw,0.0230,"a vape or e-cigarette device, clearly visible",1005.7,0.2724
104,PREVENTIVE_qNBCiDWjtEA_F005.jpg,qNBCiDWjtEA,0.0228,"tobacco leaves or raw tobacco, clearly visible",617.9,0.2479
105,PREVENTIVE_wAH0z3cIAL0_F715.jpg,wAH0z3cIAL0,0.0227,"workers manufacturing cigarettes or pan masala in a factory, product visible",1383.2,0.2514
106,PREVENTIVE_qNBCiDWjtEA_F021.jpg,qNBCiDWjtEA,0.0225,"a person smoking a cigarette, cigarette clearly visible",2638.0,0.2451
107,PREVENTIVE_D4hCpB5nAx0_F029.jpg,D4hCpB5nAx0,0.0223,"a can of beer, clearly visible",122.6,0.2729
108,PREVENTIVE_qNBCiDWjtEA_F024.jpg,qNBCiDWjtEA,0.0223,"tobacco leaves or raw tobacco, clearly visible",2750.2,0.2430
109,PREVENTIVE_IHR158IF6YU_F018.jpg,IHR158IF6YU,0.0222,"workers manufacturing cigarettes or pan masala in a factory, product visible",117.8,0.2536
110,PREVENTIVE_qNBCiDWjtEA_F179.jpg,qNBCiDWjtEA,0.0221,"a vape or e-cigarette device, clearly visible",619.1,0.2540
111,PREVENTIVE_D4hCpB5nAx0_F021.jpg,D4hCpB5nAx0,0.0221,"a can of beer, clearly visible",136.7,0.2715
112,PREVENTIVE_wAH0z3cIAL0_F590.jpg,wAH0z3cIAL0,0.0219,a pouch or sachet of gutka or pan masala with visible branding,158.5,0.2394
113,PREVENTIVE_7M7oRkAaujg_F048.jpg,7M7oRkAaujg,0.0218,"a vape or e-cigarette device, clearly visible",132.5,0.2611
114,PREVENTIVE_D4hCpB5nAx0_F004.jpg,D4hCpB5nAx0,0.0213,"a can of beer, clearly visible",109.8,0.2738
115,PREVENTIVE_qNBCiDWjtEA_F090.jpg,qNBCiDWjtEA,0.0213,a photo of a cigarette pack,790.9,0.2691
116,PREVENTIVE_qNBCiDWjtEA_F003.jpg,qNBCiDWjtEA,0.0210,"tobacco leaves or raw tobacco, clearly visible",312.7,0.2445
117,PREVENTIVE_TX5r8OEXhEk_F027.jpg,TX5r8OEXhEk,0.0208,"a person smoking a cigarette, cigarette clearly visible",355.1,0.2511
118,PREVENTIVE_qNBCiDWjtEA_F236.jpg,qNBCiDWjtEA,0.0203,"a vape or e-cigarette device, clearly visible",743.0,0.2419
119,PREVENTIVE_ZDTWVDRbgQc_F002.jpg,ZDTWVDRbgQc,0.0196,"workers manufacturing cigarettes or pan masala in a factory, product visible",142.0,0.2463
120,PREVENTIVE_qNBCiDWjtEA_F027.jpg,qNBCiDWjtEA,0.0194,"a person smoking a cigarette, cigarette clearly visible",2932.9,0.2437
121,PREVENTIVE_ZDTWVDRbgQc_F001.jpg,ZDTWVDRbgQc,0.0193,"workers manufacturing cigarettes or pan masala in a factory, product visible",162.1,0.2395
122,PREVENTIVE_wAH0z3cIAL0_F709.jpg,wAH0z3cIAL0,0.0192,"workers manufacturing cigarettes or pan masala in a factory, product visible",645.6,0.2552
123,PREVENTIVE_l8K_f4DVvVc_F007.jpg,l8K_f4DVvVc,0.0191,a photo of a cigarette pack,166.7,0.2405
124,PREVENTIVE_qNBCiDWjtEA_F022.jpg,qNBCiDWjtEA,0.0191,"tobacco leaves or raw tobacco, clearly visible",2561.8,0.2405
125,PREVENTIVE_qNBCiDWjtEA_F041.jpg,qNBCiDWjtEA,0.0190,"a person smoking a cigarette, cigarette clearly visible",1463.9,0.2520
126,PREVENTIVE_qNBCiDWjtEA_F245.jpg,qNBCiDWjtEA,0.0184,"a vape or e-cigarette device, clearly visible",1169.6,0.2199
127,PREVENTIVE_D4hCpB5nAx0_F020.jpg,D4hCpB5nAx0,0.0181,"a can of beer, clearly visible",134.9,0.2648
128,PREVENTIVE_ZDTWVDRbgQc_F036.jpg,ZDTWVDRbgQc,0.0181,"workers manufacturing cigarettes or pan masala in a factory, product visible",710.6,0.2479
129,PREVENTIVE_uWimehBOIHM_F013.jpg,uWimehBOIHM,0.0181,"workers manufacturing cigarettes or pan masala in a factory, product visible",289.0,0.2357
130,PREVENTIVE_V_fSL4xlEdo_F035.jpg,V_fSL4xlEdo,0.0179,"a vape or e-cigarette device, clearly visible",445.9,0.2482
131,PREVENTIVE_qNBCiDWjtEA_F239.jpg,qNBCiDWjtEA,0.0179,"a vape or e-cigarette device, clearly visible",520.0,0.2422
132,PREVENTIVE_D4hCpB5nAx0_F009.jpg,D4hCpB5nAx0,0.0179,"a can of beer, clearly visible",128.2,0.2668
133,PREVENTIVE_l8K_f4DVvVc_F009.jpg,l8K_f4DVvVc,0.0179,a photo of a cigarette pack,244.9,0.2531
134,PREVENTIVE_RTc5NgyiGTs_F109.jpg,RTc5NgyiGTs,0.0178,"a can of beer, clearly visible",1282.6,0.2502
135,PREVENTIVE_qNBCiDWjtEA_F036.jpg,qNBCiDWjtEA,0.0177,"a person smoking a cigarette, cigarette clearly visible",837.5,0.2656
136,PREVENTIVE_qNBCiDWjtEA_F449.jpg,qNBCiDWjtEA,0.0176,a photo of a cigarette pack,2915.4,0.2507
137,PREVENTIVE_qNBCiDWjtEA_F248.jpg,qNBCiDWjtEA,0.0173,"a vape or e-cigarette device, clearly visible",1739.0,0.2306
138,PREVENTIVE_RTc5NgyiGTs_F108.jpg,RTc5NgyiGTs,0.0169,"a can of beer, clearly visible",960.2,0.2461
139,PREVENTIVE_qNBCiDWjtEA_F244.jpg,qNBCiDWjtEA,0.0169,"a vape or e-cigarette device, clearly visible",508.1,0.2319
140,PREVENTIVE_l8K_f4DVvVc_F035.jpg,l8K_f4DVvVc,0.0168,a photo of a cigarette pack,1614.4,0.2566
141,PREVENTIVE_7M7oRkAaujg_F049.jpg,7M7oRkAaujg,0.0168,"a person smoking a cigarette, cigarette clearly visible",145.4,0.2676
142,PREVENTIVE_qNBCiDWjtEA_F675.jpg,qNBCiDWjtEA,0.0165,"a vape or e-cigarette device, clearly visible",1778.1,0.2451
143,PREVENTIVE_RTc5NgyiGTs_F083.jpg,RTc5NgyiGTs,0.0161,"a person smoking a cigarette, cigarette clearly visible",246.6,0.2572
144,PREVENTIVE_l8K_f4DVvVc_F013.jpg,l8K_f4DVvVc,0.0160,a photo of a cigarette pack,193.3,0.2394
145,PREVENTIVE_7M7oRkAaujg_F045.jpg,7M7oRkAaujg,0.0158,"a cigar being smoked, clearly visible",162.0,0.2574
146,PREVENTIVE_qNBCiDWjtEA_F669.jpg,qNBCiDWjtEA,0.0158,"a vape or e-cigarette device, clearly visible",1613.7,0.2473
147,PREVENTIVE_IHR158IF6YU_F005.jpg,IHR158IF6YU,0.0158,"workers manufacturing cigarettes or pan masala in a factory, product visible",102.8,0.2594
148,PREVENTIVE_eH1T8s00F4s_F036.jpg,eH1T8s00F4s,0.0156,a pouch or sachet of gutka or pan masala with visible branding,227.9,0.2368
149,PREVENTIVE_xM2Qcp4ke9k_F022.jpg,xM2Qcp4ke9k,0.0155,"a person smoking a cigarette, cigarette clearly visible",115.9,0.2468
150,PREVENTIVE_wAH0z3cIAL0_F270.jpg,wAH0z3cIAL0,0.0155,"a person smoking a cigarette, cigarette clearly visible",207.0,0.2356
151,PREVENTIVE_qNBCiDWjtEA_F023.jpg,qNBCiDWjtEA,0.0154,"tobacco leaves or raw tobacco, clearly visible",2687.7,0.2406
152,PREVENTIVE_RTc5NgyiGTs_F171.jpg,RTc5NgyiGTs,0.0154,"a can of beer, clearly visible",2539.4,0.2452
153,PREVENTIVE_qNBCiDWjtEA_F004.jpg,qNBCiDWjtEA,0.0153,"tobacco leaves or raw tobacco, clearly visible",665.2,0.2414
154,PREVENTIVE_T7P-MgQLIPw_F034.jpg,T7P-MgQLIPw,0.0153,"a vape or e-cigarette device, clearly visible",967.5,0.2485
155,PREVENTIVE_LVKLxfNguLw_F095.jpg,LVKLxfNguLw,0.0151,"a person smoking a cigarette, cigarette clearly visible",164.3,0.2609
156,PREVENTIVE_qNBCiDWjtEA_F250.jpg,qNBCiDWjtEA,0.0148,"a vape or e-cigarette device, clearly visible",1549.1,0.2314
157,PREVENTIVE_wAH0z3cIAL0_F223.jpg,wAH0z3cIAL0,0.0144,"a cigar being smoked, clearly visible",232.8,0.2382
158,PREVENTIVE_qNBCiDWjtEA_F452.jpg,qNBCiDWjtEA,0.0143,"a person smoking a cigarette, cigarette clearly visible",3432.6,0.2552
159,PREVENTIVE_NSbzJ63aYT4_F003.jpg,NSbzJ63aYT4,0.0142,"a cigar being smoked, clearly visible",129.4,0.2551
160,PREVENTIVE_qNBCiDWjtEA_F006.jpg,qNBCiDWjtEA,0.0142,"workers manufacturing cigarettes or pan masala in a factory, product visible",251.2,0.2503
161,PREVENTIVE_D4hCpB5nAx0_F041.jpg,D4hCpB5nAx0,0.0140,"a can of beer, clearly visible",120.2,0.2555
162,PREVENTIVE_D4hCpB5nAx0_F025.jpg,D4hCpB5nAx0,0.0137,"a glass of beer or wine, clearly visible",126.7,0.2556
163,PREVENTIVE_qNBCiDWjtEA_F025.jpg,qNBCiDWjtEA,0.0137,"a person smoking a cigarette, cigarette clearly visible",2752.6,0.2395
164,PREVENTIVE_qNBCiDWjtEA_F204.jpg,qNBCiDWjtEA,0.0137,"a vape or e-cigarette device, clearly visible",2169.0,0.2383
165,PREVENTIVE_qNBCiDWjtEA_F030.jpg,qNBCiDWjtEA,0.0137,"tobacco leaves or raw tobacco, clearly visible",1000.9,0.2610
166,PREVENTIVE_ZDTWVDRbgQc_F003.jpg,ZDTWVDRbgQc,0.0135,"workers manufacturing cigarettes or pan masala in a factory, product visible",135.7,0.2402
167,PREVENTIVE_D4hCpB5nAx0_F008.jpg,D4hCpB5nAx0,0.0134,"a can of beer, clearly visible",127.0,0.2603
168,PREVENTIVE_qNBCiDWjtEA_F200.jpg,qNBCiDWjtEA,0.0131,"a vape or e-cigarette device, clearly visible",1610.1,0.2378
169,PREVENTIVE_qNBCiDWjtEA_F174.jpg,qNBCiDWjtEA,0.0127,"a vape or e-cigarette device, clearly visible",274.2,0.2575
170,PREVENTIVE_NSbzJ63aYT4_F002.jpg,NSbzJ63aYT4,0.0127,"a cigar being smoked, clearly visible",168.0,0.2516
171,PREVENTIVE_wAH0z3cIAL0_F701.jpg,wAH0z3cIAL0,0.0126,"a cigar being smoked, clearly visible",1116.7,0.2222
172,PREVENTIVE_RTc5NgyiGTs_F111.jpg,RTc5NgyiGTs,0.0125,"a can of beer, clearly visible",1072.8,0.2461
173,PREVENTIVE_RTc5NgyiGTs_F008.jpg,RTc5NgyiGTs,0.0124,"workers manufacturing cigarettes or pan masala in a factory, product visible",1774.4,0.2515
174,PREVENTIVE_IHR158IF6YU_F025.jpg,IHR158IF6YU,0.0121,"a cigar being smoked, clearly visible",223.4,0.2460
175,PREVENTIVE_7M7oRkAaujg_F008.jpg,7M7oRkAaujg,0.0121,"a cigar being smoked, clearly visible",133.4,0.2509
176,PREVENTIVE_qNBCiDWjtEA_F766.jpg,qNBCiDWjtEA,0.0120,"a vape or e-cigarette device, clearly visible",1482.5,0.2179
177,PREVENTIVE_qNBCiDWjtEA_F020.jpg,qNBCiDWjtEA,0.0118,"a vape or e-cigarette device, clearly visible",1859.4,0.2591
178,PREVENTIVE_wAH0z3cIAL0_F268.jpg,wAH0z3cIAL0,0.0117,"a person smoking a cigarette, cigarette clearly visible",181.1,0.2349
179,PREVENTIVE_qNBCiDWjtEA_F450.jpg,qNBCiDWjtEA,0.0114,"a person smoking a cigarette, cigarette clearly visible",3859.3,0.2577
180,PREVENTIVE_qNBCiDWjtEA_F681.jpg,qNBCiDWjtEA,0.0112,a photo of a cigarette pack,1343.9,0.2391
181,PREVENTIVE_IHR158IF6YU_F057.jpg,IHR158IF6YU,0.0111,a pouch or sachet of gutka or pan masala with visible branding,1671.4,0.2143
182,PREVENTIVE_V_fSL4xlEdo_F031.jpg,V_fSL4xlEdo,0.0108,"a vape or e-cigarette device, clearly visible",722.6,0.2611
183,PREVENTIVE_wAH0z3cIAL0_F107.jpg,wAH0z3cIAL0,0.0106,"a person smoking a cigarette, cigarette clearly visible",544.5,0.2562
184,PREVENTIVE_RTc5NgyiGTs_F130.jpg,RTc5NgyiGTs,0.0105,"workers manufacturing cigarettes or pan masala in a factory, product visible",6715.9,0.2406
185,PREVENTIVE_ZDTWVDRbgQc_F034.jpg,ZDTWVDRbgQc,0.0104,"workers manufacturing cigarettes or pan masala in a factory, product visible",712.8,0.2412
186,PREVENTIVE_V_fSL4xlEdo_F039.jpg,V_fSL4xlEdo,0.0102,"a vape or e-cigarette device, clearly visible",809.8,0.2443
